Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_1231,Marketing,15,1028163.45,17,6.58,9,Agile,Junior,0,4,1.76,Closure,Moderate,0.39,0.86,3,5.51,High,Expert,4,Low,0.0,0.6,Moderate,Government,0.81,6.5,0.4,Low,0.42,0,0.56,0.0,Junior PM,Managed,Strict,Limited,N/A,Cost-Plus,Medium,Moderate,Occasional,Basic,Basic,Partially Colocated,Poor,10,1,1.1,Critical
PROJ_1232,Healthcare,14,1148103.44,16,5.83,8,Kanban,Senior,3,2,0.56,Execution,Moderate,0.23,0.89,4,1.83,Critical,Expert,3,Medium,0.0,0.65,Strong,External,0.89,3.81,0.31,Low,0.4,5,0.65,0.0,Mid-level PM,Managed,High,Moderate,N/A,Hybrid,Low,Moderate,Regular,Formal,Formal,Fully Remote,Poor,10,5,1.0,High
PROJ_1233,Construction,17,920480.4,17,5.56,13,Waterfall,Senior,2,4,1.49,Closure,Moderate,0.24,0.37,4,3.17,Medium,Familiar,2,Low,0.0,1.16,Strong,Internal,0.74,7.12,0.34,Low,1.94,7,0.49,0.0,Senior PM,Managed,High,Poor,N/A,Hybrid,Low,Stable,First-time,Advanced,Advanced,Hybrid,Excellent,12,2,1.0,Medium
PROJ_1234,Marketing,4,657019.58,6,2.59,5,Scrum,Mixed,3,2,0.77,Execution,Stable,0.69,0.68,2,2.81,High,Familiar,5,Excellent,0.07,1.27,Moderate,Internal,0.92,9.88,0.37,High,1.58,0,0.85,0.0,Mid-level PM,Defined,High,Excellent,N/A,Cost-Plus,Low,Moderate,Strategic,None,Basic,Fully Remote,Good,6,2,1.0,Medium
PROJ_1235,Marketing,12,1150822.95,17,6.72,14,Kanban,Junior,1,4,2.0,Initiation,Moderate,0.66,0.85,0,1.91,Medium,Familiar,1,Excellent,0.0,1.01,Weak,Mixed,0.91,7.96,0.67,Critical,3.06,5,0.71,0.0,Mid-level PM,Optimizing,Strict,Good,N/A,Fixed-Price,High,Moderate,Regular,Formal,Basic,Fully Colocated,Good,12,6,1.1,High
PROJ_1236,Construction,38,2144266.14,29,6.51,20,Waterfall,Senior,6,3,3.13,Planning,Stable,0.1,0.85,1,3.44,High,New,2,Poor,0.0,0.64,Strong,Government,0.84,4.57,0.98,High,0.71,0,0.66,0.0,Mid-level PM,Ad-hoc,Medium,Limited,N/A,Time & Materials,High,Moderate,Regular,None,None,Partially Colocated,Basic,8,7,1.0,High
PROJ_1237,Construction,18,1549471.98,18,5.68,16,Hybrid,Expert,6,1,2.16,Initiation,Stable,0.26,0.62,2,4.28,Medium,Familiar,5,Medium,0.0,1.12,Strong,External,0.61,6.84,0.56,Critical,0.27,7,0.69,0.0,Senior PM,Defined,Medium,Limited,N/A,Time & Materials,Medium,Stable,Occasional,Basic,Formal,Partially Colocated,Poor,8,8,1.0,Low
PROJ_1238,R&D,17,1167410.39,23,10.0,9,Scrum,Expert,3,5,0.8,Execution,Stable,0.21,0.65,0,1.24,Low,New,5,Poor,0.08,1.2,Strong,External,0.25,8.92,0.35,Critical,2.04,5,0.77,0.0,Certified PM,Managed,Medium,Moderate,N/A,Time & Materials,High,High,First-time,Formal,Basic,Fully Remote,Basic,3,3,1.0,Critical
PROJ_1239,Construction,23,1201091.05,18,5.25,10,Waterfall,Mixed,0,4,2.83,Initiation,Moderate,0.64,0.61,1,4.69,Medium,New,1,Medium,0.0,1.17,Strong,External,0.97,4.0,0.66,Medium,0.23,4,0.89,0.0,Senior PM,Defined,Medium,Limited,N/A,Time & Materials,High,High,Occasional,None,Formal,Hybrid,Basic,11,4,1.0,High
PROJ_1240,Construction,38,2234058.7,32,9.27,18,Waterfall,Mixed,1,3,1.96,Closure,Volatile,0.42,0.7,2,1.74,Critical,Familiar,4,Poor,0.0,0.82,Weak,External,0.31,2.72,0.33,Medium,1.11,6,0.9,0.0,Senior PM,Defined,Medium,Limited,N/A,Time & Materials,Medium,High,Occasional,Basic,Formal,Fully Colocated,Good,6,4,1.0,Critical
PROJ_1241,IT,6,701480.24,14,5.79,6,Scrum,Mixed,1,4,0.33,Closure,Moderate,0.7,0.78,1,1.78,Critical,New,1,Medium,0.03,0.92,Strong,Internal,0.67,7.7,0.37,Medium,2.28,6,0.78,0.7,Mid-level PM,Managed,Strict,Moderate,Modern/Stable,Fixed-Price,High,Moderate,Occasional,Formal,Basic,Hybrid,Poor,5,5,1.0,High
PROJ_1242,IT,13,667401.68,17,7.94,11,Agile,Mixed,0,2,1.61,Closure,Moderate,0.4,0.84,2,2.94,Medium,Familiar,4,Excellent,0.14,1.19,Strong,Mixed,0.89,7.84,0.6,Low,1.51,5,0.52,0.19,Junior PM,Optimizing,High,Good,Mixed,Time & Materials,Medium,Extreme,First-time,Formal,Formal,Partially Colocated,Excellent,4,2,1.0,Medium
PROJ_1243,IT,4,614844.16,5,2.68,5,Scrum,Mixed,3,1,1.52,Execution,Moderate,0.24,0.37,2,2.58,High,New,2,Excellent,0.25,0.92,Moderate,Mixed,0.82,2.31,0.63,Critical,0.82,3,0.82,0.73,Junior PM,Managed,Medium,Excellent,Modern/Stable,Hybrid,High,Stable,Regular,Formal,Advanced,Fully Remote,Basic,4,1,1.0,Medium
PROJ_1244,IT,2,343060.43,9,4.21,6,Scrum,Junior,2,2,0.64,Monitoring,Moderate,0.51,0.9,4,3.57,High,Familiar,4,Excellent,0.14,0.93,Moderate,Internal,0.38,6.09,0.59,Low,0.51,1,0.87,0.97,Senior PM,Defined,Medium,Excellent,Legacy/Unstable,Cost-Plus,Low,Stable,First-time,Formal,Basic,Partially Colocated,Good,4,1,1.0,Medium
PROJ_1245,IT,15,1451897.71,23,10.0,15,Scrum,Expert,2,4,2.65,Execution,Moderate,0.22,0.5,3,2.64,Medium,New,3,Low,0.08,1.13,Moderate,External,0.31,7.2,0.4,High,0.21,3,0.73,0.84,Senior PM,Managed,High,Moderate,Legacy/Unstable,Fixed-Price,Medium,High,Strategic,Formal,Formal,Partially Colocated,Basic,11,5,1.1,Critical
PROJ_1246,IT,18,1454560.9,21,9.85,14,Agile,Junior,0,5,1.9,Monitoring,Stable,0.04,0.55,1,2.47,Critical,Expert,1,Poor,0.15,0.99,Moderate,Mixed,0.79,4.4,0.61,High,1.75,1,0.71,0.52,Junior PM,Managed,Strict,Limited,Legacy/Unstable,Fixed-Price,Low,Extreme,Regular,Basic,Formal,Fully Remote,Basic,5,6,1.0,Critical
PROJ_1247,Construction,18,1300718.97,16,4.06,14,Hybrid,Senior,0,2,2.57,Planning,Moderate,0.16,0.6,3,3.97,High,Expert,5,Excellent,0.0,0.79,Moderate,Internal,0.8,4.68,0.31,Low,0.97,6,0.72,0.0,Senior PM,Managed,Low,Excellent,N/A,Cost-Plus,High,Stable,Occasional,Advanced,Formal,Hybrid,Good,8,3,1.0,Low
PROJ_1248,Manufacturing,5,400347.45,7,3.52,4,Scrum,Mixed,0,3,3.57,Execution,Volatile,0.23,0.74,1,8.07,High,New,2,Medium,0.2,0.8,Strong,External,0.09,3.09,0.33,Low,1.04,2,0.71,0.0,Senior PM,Optimizing,High,Good,N/A,Fixed-Price,High,Extreme,Occasional,Advanced,Formal,Hybrid,Basic,1,1,1.0,Medium
PROJ_1249,IT,15,1331200.32,14,5.98,10,Scrum,Junior,1,2,0.33,Initiation,Volatile,0.22,0.72,2,0.62,Medium,Expert,3,Medium,0.06,0.81,Strong,External,0.09,5.54,0.86,Low,0.4,3,0.95,0.19,Junior PM,Defined,High,Moderate,Mixed,Time & Materials,Low,High,Strategic,Basic,Basic,Fully Colocated,Basic,3,3,1.0,Low
PROJ_1250,Marketing,5,456333.55,4,2.65,4,Scrum,Mixed,1,0,0.76,Monitoring,Moderate,0.15,0.8,3,4.87,Low,New,4,Medium,0.4,0.98,Weak,External,0.02,7.87,0.9,High,0.49,2,0.73,0.0,Mid-level PM,Defined,Low,Limited,N/A,Cost-Plus,Low,Moderate,First-time,None,Basic,Partially Colocated,Good,9,1,1.0,Critical
PROJ_1251,Healthcare,4,380886.34,11,4.84,4,Agile,Mixed,2,1,1.98,Closure,Volatile,0.56,0.55,3,3.18,Medium,Familiar,2,Poor,0.09,0.81,Moderate,External,0.05,2.51,0.71,Critical,2.68,0,0.58,0.0,Mid-level PM,Defined,High,Limited,N/A,Fixed-Price,Low,High,First-time,None,Advanced,Fully Remote,Basic,1,3,1.0,High
PROJ_1252,Construction,35,2360835.01,25,5.84,17,Waterfall,Senior,5,4,0.67,Planning,Moderate,0.15,0.48,1,6.41,Critical,New,5,Poor,0.0,1.14,Moderate,Mixed,0.85,1.9,0.73,Medium,0.78,7,0.68,0.0,Senior PM,Ad-hoc,Medium,Limited,N/A,Time & Materials,Medium,High,Regular,Basic,Advanced,Fully Colocated,Good,8,3,1.0,High
PROJ_1253,Construction,32,1853481.67,23,5.43,16,Waterfall,Junior,0,1,0.3,Execution,Volatile,0.13,0.72,1,4.55,Medium,Expert,1,Poor,0.0,1.23,Moderate,External,0.6,1.51,0.68,Low,2.54,2,0.52,0.0,Senior PM,Defined,Medium,Limited,N/A,Time & Materials,Low,Stable,Strategic,Basic,Formal,Fully Colocated,Basic,11,9,1.0,Medium
PROJ_1254,R&D,15,1262816.96,18,8.26,12,Agile,Mixed,0,5,4.94,Planning,Moderate,0.66,0.32,0,3.72,Medium,New,2,Low,0.13,0.63,Moderate,External,0.58,7.14,0.81,High,1.91,4,0.78,0.0,Senior PM,Defined,Medium,Poor,N/A,Time & Materials,Low,High,First-time,Formal,None,Fully Remote,Basic,6,2,1.0,Critical
PROJ_1255,IT,6,639921.53,11,4.17,5,Scrum,Senior,3,2,1.06,Planning,Moderate,0.02,0.83,3,1.23,High,Expert,1,Poor,0.0,0.62,Strong,External,0.1,5.31,0.66,Low,0.22,2,0.6,0.49,Certified PM,Managed,High,Excellent,Modern/Stable,Fixed-Price,Low,Moderate,Occasional,Formal,Formal,Fully Colocated,Good,10,1,1.1,Low
PROJ_1256,IT,9,615158.64,9,5.21,8,Agile,Senior,1,4,3.42,Initiation,Volatile,0.23,0.73,1,1.85,Low,Expert,3,Medium,0.31,0.82,Moderate,Internal,0.12,1.4,0.86,Critical,0.02,0,0.44,0.95,Senior PM,Optimizing,High,Limited,Modern/Stable,Time & Materials,Low,High,Occasional,Advanced,Formal,Hybrid,Good,2,3,1.0,Low
PROJ_1257,IT,18,1399966.67,28,10.0,15,Kanban,Junior,3,6,0.66,Closure,Moderate,0.54,0.22,3,1.53,Medium,Familiar,2,Medium,0.0,0.91,Moderate,External,0.53,8.67,0.99,Medium,0.84,0,0.93,0.21,Junior PM,Defined,Medium,Moderate,Mixed,Time & Materials,Medium,High,Strategic,Basic,Basic,Partially Colocated,Good,4,5,1.0,Critical
PROJ_1258,R&D,19,1205128.21,24,10.0,13,Agile,Mixed,2,7,1.77,Planning,Stable,0.22,0.93,2,4.0,High,New,4,High,0.04,1.28,Moderate,Internal,0.78,2.07,0.85,Critical,0.79,7,0.57,0.0,Junior PM,Defined,High,Poor,N/A,Hybrid,Low,High,First-time,Basic,Basic,Hybrid,Basic,6,7,1.0,Critical
PROJ_1259,Manufacturing,11,439565.62,14,5.15,9,Hybrid,Mixed,2,1,0.5,Monitoring,Stable,0.23,0.77,0,2.02,High,Familiar,4,High,0.0,0.98,Weak,External,0.17,8.66,0.97,Low,1.16,5,0.86,0.0,Mid-level PM,Managed,Strict,Excellent,N/A,Fixed-Price,Low,Stable,First-time,Formal,Formal,Partially Colocated,Basic,11,5,1.0,Low
PROJ_1260,IT,4,514192.37,7,4.18,4,Agile,Mixed,1,2,0.11,Planning,Stable,0.53,0.87,2,5.32,High,Familiar,3,Medium,0.33,1.03,Moderate,Government,0.8,9.12,0.39,Medium,4.04,6,0.56,0.64,Mid-level PM,Optimizing,Strict,Excellent,Mixed,Hybrid,Medium,Moderate,Occasional,Advanced,Formal,Partially Colocated,Good,10,1,1.1,Medium
PROJ_1261,R&D,25,1972498.59,26,9.53,16,Agile,Junior,1,4,1.0,Initiation,Moderate,0.22,0.91,3,11.02,Critical,New,2,Excellent,0.0,0.73,Moderate,Internal,0.06,7.57,0.77,Critical,0.78,6,0.84,0.0,Senior PM,Managed,Medium,Good,N/A,Fixed-Price,High,High,Regular,Formal,None,Hybrid,Good,8,4,1.0,Critical
PROJ_1262,Healthcare,5,569502.34,10,4.2,9,Agile,Mixed,0,4,1.69,Execution,Moderate,0.39,0.75,1,8.72,Low,New,1,Excellent,0.05,0.62,Strong,External,0.39,4.45,0.63,Medium,0.71,0,0.73,0.0,Senior PM,Defined,Strict,Excellent,N/A,Hybrid,High,Moderate,First-time,Basic,Formal,Partially Colocated,Good,10,3,1.0,Medium
PROJ_1263,Healthcare,3,367526.8,8,2.45,8,Kanban,Mixed,0,1,1.74,Execution,Volatile,0.15,0.74,2,2.92,Medium,New,5,Medium,0.0,0.92,Moderate,Internal,0.01,7.24,0.48,Medium,0.88,1,0.84,0.0,Junior PM,Defined,High,Limited,N/A,Time & Materials,High,Moderate,Occasional,Basic,Basic,Fully Remote,Basic,12,2,1.0,Critical
PROJ_1264,IT,4,559426.4,13,4.5,6,Kanban,Mixed,0,4,1.59,Initiation,Stable,0.42,0.48,0,0.63,Low,Familiar,5,Poor,0.0,1.29,Weak,External,0.74,5.94,0.56,Medium,0.33,3,0.75,0.99,Certified PM,Managed,Low,Moderate,Modern/Stable,Fixed-Price,Medium,Moderate,First-time,Formal,Formal,Fully Remote,Poor,1,5,1.0,Critical
PROJ_1265,Healthcare,10,709823.99,16,6.41,5,Scrum,Senior,4,3,0.39,Initiation,Moderate,0.35,0.71,2,2.2,Medium,Expert,1,Medium,0.0,0.63,Strong,External,0.49,4.15,0.93,Low,0.38,3,0.74,0.0,Mid-level PM,Defined,High,Moderate,N/A,Time & Materials,Low,Moderate,Occasional,Basic,None,Fully Remote,Good,12,5,1.0,Medium
PROJ_1266,IT,3,393987.19,10,3.84,5,Kanban,Expert,2,2,2.45,Monitoring,Stable,0.1,0.74,1,6.48,Critical,Familiar,1,Excellent,0.0,1.2,Strong,Government,0.82,2.54,0.75,High,1.59,2,0.96,0.21,Certified PM,Managed,Strict,Good,Legacy/Unstable,Fixed-Price,Low,Stable,First-time,None,Formal,Fully Remote,Poor,11,3,1.1,Medium
PROJ_1267,IT,6,822575.82,11,4.86,8,Kanban,Senior,2,2,2.86,Planning,Stable,0.04,0.75,2,1.25,Low,Familiar,3,Medium,0.09,1.11,Strong,Internal,0.03,4.44,0.69,Low,0.94,6,0.9,0.31,Senior PM,Defined,High,Limited,Modern/Stable,Fixed-Price,Low,Moderate,Regular,None,Basic,Fully Remote,Excellent,9,4,1.0,Low
PROJ_1268,IT,8,671533.66,13,5.19,8,Scrum,Junior,0,4,0.88,Closure,Volatile,0.59,0.75,1,10.39,High,New,5,Poor,0.0,0.75,Weak,Government,0.29,2.52,0.47,Critical,0.88,4,0.91,0.07,Junior PM,Defined,Medium,Limited,Mixed,Hybrid,Low,High,First-time,Basic,Basic,Hybrid,Poor,11,5,1.1,High
PROJ_1269,IT,10,912346.08,10,5.07,7,Agile,Expert,5,3,2.82,Execution,Moderate,0.26,0.71,2,4.45,Critical,Expert,2,Poor,0.21,0.9,Moderate,External,0.17,8.45,0.96,Medium,1.81,0,0.87,0.06,Senior PM,Ad-hoc,Strict,Good,Mixed,Hybrid,High,High,Strategic,None,Basic,Fully Remote,Good,8,4,1.0,Medium
PROJ_1270,Construction,42,2444029.74,31,6.51,23,Waterfall,Mixed,0,3,2.9,Closure,Moderate,0.36,0.84,4,4.1,Critical,New,2,Poor,0.0,0.61,Weak,External,0.91,2.76,0.46,Critical,0.74,1,0.88,0.0,Mid-level PM,Defined,Low,Limited,N/A,Cost-Plus,Medium,Moderate,Strategic,Formal,Advanced,Fully Colocated,Basic,12,10,1.0,Medium
PROJ_1271,IT,10,940316.82,11,5.61,9,Agile,Junior,2,1,1.34,Initiation,Moderate,0.32,0.62,4,6.67,Medium,Familiar,1,High,0.22,1.12,Moderate,Government,0.82,3.49,0.96,High,2.82,6,0.75,0.09,Junior PM,Managed,High,Moderate,Legacy/Unstable,Time & Materials,Low,Moderate,Occasional,Formal,Formal,Fully Remote,Excellent,12,1,1.1,Critical
PROJ_1272,Construction,27,1348674.3,21,4.74,9,Waterfall,Mixed,1,2,0.37,Execution,Stable,0.33,0.5,2,3.24,Low,Familiar,2,Low,0.0,1.15,Strong,Internal,0.0,3.82,0.95,Low,1.36,7,0.26,0.0,Mid-level PM,Managed,High,Moderate,N/A,Time & Materials,Medium,Moderate,Regular,Advanced,Formal,Fully Remote,Excellent,5,2,1.0,Medium
PROJ_1273,R&D,23,1817928.58,24,10.0,15,Agile,Mixed,2,6,1.56,Execution,Volatile,0.23,0.68,0,1.45,High,New,3,Poor,0.04,1.12,Moderate,Government,0.57,5.08,0.81,High,0.77,3,0.78,0.0,Mid-level PM,Managed,Low,Good,N/A,Fixed-Price,High,High,Occasional,Formal,Basic,Fully Remote,Basic,1,9,1.0,Critical
PROJ_1274,IT,13,1136862.43,16,6.33,8,Kanban,Senior,1,3,2.95,Closure,Volatile,0.15,0.73,2,7.51,Low,New,2,Low,0.0,1.03,Strong,Mixed,0.79,1.07,0.46,High,0.9,6,0.69,0.21,Junior PM,Defined,Medium,Excellent,Modern/Stable,Time & Materials,Low,High,Regular,Basic,Formal,Partially Colocated,Poor,12,2,1.1,Medium
PROJ_1275,IT,14,1151368.01,20,8.21,14,Kanban,Senior,4,3,1.68,Planning,Moderate,0.16,0.81,0,2.48,Medium,Expert,5,Medium,0.03,0.8,Moderate,External,0.67,1.0,0.49,Low,0.63,5,0.96,0.7,Mid-level PM,Managed,Medium,Good,Modern/Stable,Fixed-Price,High,High,Regular,Basic,Formal,Fully Remote,Good,5,7,1.0,Medium
PROJ_1276,Construction,18,1185698.29,18,5.09,13,Waterfall,Mixed,1,2,0.72,Execution,Stable,0.25,0.4,1,1.56,Critical,New,1,Excellent,0.0,1.0,Weak,Internal,0.01,4.05,0.75,Low,0.3,6,0.82,0.0,Junior PM,Managed,Low,Moderate,N/A,Time & Materials,Low,Stable,Occasional,Basic,Basic,Hybrid,Good,10,1,1.0,Medium
PROJ_1277,R&D,13,889839.07,16,6.09,7,Scrum,Mixed,2,2,0.82,Monitoring,Stable,0.67,0.86,0,3.28,Medium,New,5,Medium,0.0,1.27,Moderate,External,0.37,6.28,0.67,Critical,0.51,0,0.58,0.0,Senior PM,Defined,Medium,Poor,N/A,Time & Materials,High,Stable,Occasional,Formal,Basic,Partially Colocated,Basic,3,1,1.0,High
PROJ_1278,Marketing,17,921403.61,18,6.94,10,Hybrid,Senior,4,3,0.56,Monitoring,Stable,0.08,0.66,4,4.04,High,Expert,1,Excellent,0.0,1.26,Moderate,Internal,0.07,3.15,0.37,Low,0.98,5,0.95,0.0,Mid-level PM,Ad-hoc,High,Good,N/A,Hybrid,High,Moderate,Regular,Basic,Formal,Fully Remote,Basic,1,1,1.0,Medium
PROJ_1279,IT,16,1032049.78,21,10.0,10,Scrum,Junior,3,4,0.61,Initiation,Moderate,0.61,0.87,0,2.73,High,New,2,Poor,0.16,1.12,Weak,Internal,0.46,2.97,0.77,Low,1.88,7,0.99,0.81,Junior PM,Optimizing,Strict,Limited,Mixed,Time & Materials,High,Extreme,First-time,Formal,Basic,Fully Remote,Basic,12,5,1.1,Critical
PROJ_1280,IT,9,784332.74,19,6.95,7,Kanban,Senior,3,3,1.36,Initiation,Volatile,0.27,0.92,1,1.83,Medium,Familiar,1,Excellent,0.0,0.81,Weak,Mixed,0.92,5.15,0.88,Medium,3.81,5,0.78,0.71,Junior PM,Managed,Medium,Excellent,Modern/Stable,Cost-Plus,Low,High,First-time,None,Formal,Hybrid,Poor,4,4,1.0,Medium
PROJ_1281,R&D,13,1258476.26,16,7.59,12,Agile,Mixed,0,4,0.73,Initiation,Moderate,0.29,0.6,3,2.14,Low,New,3,Medium,0.16,1.29,Strong,External,0.55,4.87,0.47,Low,5.0,7,0.77,0.0,Junior PM,Defined,Low,Excellent,N/A,Fixed-Price,Medium,High,First-time,None,Basic,Fully Colocated,Basic,7,3,1.0,High
PROJ_1282,Manufacturing,8,561416.95,7,4.45,5,Agile,Senior,1,3,0.25,Planning,Volatile,0.29,0.87,2,3.85,Critical,Familiar,4,Medium,0.37,0.65,Weak,Internal,0.78,2.24,0.7,High,2.76,5,0.88,0.0,Mid-level PM,Ad-hoc,Low,Limited,N/A,Cost-Plus,High,Stable,Occasional,None,Formal,Hybrid,Basic,2,2,1.0,High
PROJ_1283,IT,7,486285.27,11,4.17,7,Agile,Mixed,1,1,2.45,Closure,Volatile,0.49,0.83,1,0.7,Medium,Familiar,2,Poor,0.0,0.75,Weak,Mixed,0.65,4.34,0.34,Low,0.45,4,0.91,0.93,Certified PM,Managed,High,Moderate,Modern/Stable,Hybrid,Low,Moderate,Occasional,Basic,Basic,Hybrid,Good,6,3,1.0,Medium
PROJ_1284,Manufacturing,6,508221.17,8,3.02,8,Kanban,Senior,2,0,1.89,Planning,Moderate,0.36,0.57,1,8.46,Medium,Expert,3,Excellent,0.0,1.11,Weak,Internal,0.18,6.82,0.94,Medium,0.53,1,0.56,0.0,Junior PM,Defined,Medium,Moderate,N/A,Hybrid,Low,High,Strategic,Basic,Formal,Fully Colocated,Poor,11,3,1.0,Medium
PROJ_1285,Construction,16,892555.23,14,3.92,12,Waterfall,Junior,0,1,3.03,Initiation,Moderate,0.42,0.73,0,1.94,Critical,Familiar,1,Medium,0.0,1.17,Strong,Government,0.51,6.15,0.39,High,1.42,4,0.91,0.0,Mid-level PM,Managed,Medium,Moderate,N/A,Cost-Plus,Low,Stable,Occasional,Basic,Formal,Hybrid,Good,5,6,1.0,Medium
PROJ_1286,Construction,24,1647877.16,20,5.79,11,Waterfall,Senior,2,1,1.79,Initiation,Moderate,0.04,0.66,1,9.15,Medium,Familiar,4,Excellent,0.0,1.12,Weak,External,0.08,7.41,0.75,High,1.0,4,0.65,0.0,Mid-level PM,Defined,Low,Moderate,N/A,Time & Materials,High,Stable,Regular,None,None,Fully Remote,Good,7,3,1.0,High
PROJ_1287,Manufacturing,2,524592.57,5,2.51,4,Scrum,Senior,1,1,0.5,Planning,Stable,0.25,0.69,1,4.93,Medium,Familiar,1,Medium,0.2,0.88,Moderate,Internal,0.0,6.19,0.77,Critical,0.22,0,0.92,0.0,Certified PM,Optimizing,Low,Limited,N/A,Time & Materials,High,Moderate,First-time,Formal,Advanced,Fully Remote,Basic,10,1,1.0,Low
PROJ_1288,Construction,13,916465.64,17,5.83,13,Hybrid,Senior,2,3,0.22,Planning,Moderate,0.14,0.62,0,1.88,Critical,Familiar,5,High,0.0,0.94,Weak,External,0.82,6.58,0.33,Critical,3.68,2,0.77,0.0,Mid-level PM,Defined,Low,Good,N/A,Fixed-Price,Low,Stable,First-time,None,None,Fully Colocated,Basic,11,3,1.0,High
PROJ_1289,IT,17,1786992.35,21,8.79,18,Agile,Mixed,0,4,3.76,Monitoring,Moderate,0.53,0.61,0,0.94,Critical,Familiar,5,High,0.04,0.68,Moderate,External,0.7,8.72,0.77,Medium,1.62,7,0.84,0.29,Senior PM,Managed,Strict,Excellent,Legacy/Unstable,Fixed-Price,High,Moderate,Strategic,Formal,None,Hybrid,Basic,10,5,1.1,Critical
PROJ_1290,R&D,24,2035979.48,29,10.0,17,Agile,Mixed,1,4,0.44,Monitoring,Stable,0.17,0.44,2,1.28,Low,Expert,4,Medium,0.0,0.81,Weak,External,0.23,4.77,0.62,Medium,0.19,1,0.82,0.0,Junior PM,Managed,Medium,Poor,N/A,Fixed-Price,High,High,Occasional,Formal,None,Fully Colocated,Basic,2,12,1.0,High
PROJ_1291,IT,11,843580.28,22,8.17,8,Kanban,Senior,1,3,2.92,Initiation,Volatile,0.4,0.67,2,0.95,Medium,Familiar,5,High,0.0,0.68,Strong,Internal,0.39,1.28,0.49,High,0.64,2,0.76,0.46,Mid-level PM,Optimizing,High,Excellent,Mixed,Fixed-Price,Low,Moderate,Occasional,Advanced,Advanced,Partially Colocated,Good,12,1,1.1,Low
PROJ_1292,IT,9,688543.88,16,6.64,10,Scrum,Mixed,0,2,3.82,Execution,Moderate,0.42,0.4,2,0.78,Medium,Expert,3,High,0.04,0.97,Moderate,Internal,0.22,8.5,0.52,High,2.43,5,0.68,0.75,Mid-level PM,Managed,Medium,Excellent,Modern/Stable,Time & Materials,Low,High,Occasional,Formal,Basic,Hybrid,Good,5,5,1.0,Medium
PROJ_1293,IT,15,1350724.71,20,7.07,10,Agile,Senior,4,4,2.0,Execution,Stable,0.39,0.93,2,2.15,Medium,Familiar,4,High,0.0,1.13,Weak,Internal,0.66,3.45,0.44,High,1.7,1,0.79,0.21,Senior PM,Defined,High,Excellent,Modern/Stable,Hybrid,Low,High,Strategic,Formal,Advanced,Partially Colocated,Basic,11,7,1.1,Medium
PROJ_1294,IT,11,936047.39,23,10.0,7,Agile,Mixed,0,6,0.69,Execution,Moderate,0.2,0.6,2,1.58,Critical,Expert,5,Low,0.08,1.17,Strong,External,0.44,7.45,1.0,Low,1.17,0,0.87,0.44,Mid-level PM,Managed,Strict,Limited,Modern/Stable,Cost-Plus,Low,Extreme,Occasional,Basic,Formal,Fully Remote,Excellent,8,5,1.0,High
PROJ_1295,IT,10,545103.53,14,4.9,5,Kanban,Senior,5,4,2.17,Closure,Moderate,0.16,0.87,1,1.49,Critical,New,3,Low,0.0,0.98,Moderate,External,0.58,8.0,0.92,Critical,0.88,6,0.71,0.8,Senior PM,Defined,Medium,Excellent,Legacy/Unstable,Fixed-Price,Medium,Extreme,Occasional,Formal,Advanced,Fully Colocated,Basic,6,1,1.0,Medium
PROJ_1296,Marketing,26,1278929.5,22,6.37,11,Waterfall,Mixed,0,3,1.4,Monitoring,Moderate,0.18,0.84,1,2.52,Critical,Familiar,3,High,0.0,0.77,Moderate,Internal,0.65,2.68,0.84,High,1.83,0,0.37,0.0,Certified PM,Ad-hoc,High,Limited,N/A,Fixed-Price,Medium,High,Strategic,None,None,Fully Remote,Good,3,8,1.0,High
PROJ_1297,R&D,24,2238992.41,27,8.7,19,Scrum,Senior,5,6,0.43,Monitoring,Stable,0.14,0.66,1,3.91,Medium,Expert,4,Poor,0.0,0.78,Weak,External,0.46,4.98,0.9,Low,0.43,4,0.73,0.0,Junior PM,Managed,High,Moderate,N/A,Time & Materials,High,High,Regular,Formal,Formal,Partially Colocated,Basic,3,6,1.0,Medium
